Month,Max Temp. (degree Celcius)0,Max Temp. (degree Celcius)1,Max Temp. (degree Celcius)2,Max Temp. (degree Celcius)3,Max Temp. (degree Celcius)4,Max Temp. (degree Celcius)5,Max Temp. (degree Celcius)6,Min Temp. (degree Celcius)0,Min Temp. (degree Celcius)1,Min Temp. (degree Celcius)2,Min Temp. (degree Celcius)3,Min Temp. (degree Celcius)4,Min Temp. (degree Celcius)5,Min Temp. (degree Celcius)6,Rainfall (mm)0,Rainfall (mm)1,Rainfall (mm)2,Rainfall (mm)3,Rainfall (mm)4,Rainfall (mm)5,Rainfall (mm)6,Actual Evaporation (mm)0,Actual Evaporation (mm)1,Actual Evaporation (mm)2,Actual Evaporation (mm)3,Actual Evaporation (mm)4,Actual Evaporation (mm)5,Actual Evaporation (mm)6,"Relative Humidity (morning, %)0","Relative Humidity (morning, %)1","Relative Humidity (morning, %)2","Relative Humidity (morning, %)3","Relative Humidity (morning, %)4","Relative Humidity (morning, %)5","Relative Humidity (morning, %)6","Relative Humidity (afternoon, %)0","Relative Humidity (afternoon, %)1","Relative Humidity (afternoon, %)2","Relative Humidity (afternoon, %)3","Relative Humidity (afternoon, %)4","Relative Humidity (afternoon, %)5","Relative Humidity (afternoon, %)6",Sunshine (hour/day)0,Sunshine (hour/day)1,Sunshine (hour/day)2,Sunshine (hour/day)3,Sunshine (hour/day)4,Sunshine (hour/day)5,Sunshine (hour/day)6,Cloudy (hour/day)0,Cloudy (hour/day)1,Cloudy (hour/day)2,Cloudy (hour/day)3,Cloudy (hour/day)4,Cloudy (hour/day)5,Cloudy (hour/day)6,Solar Radiation (cal/cm^2/day)0,Solar Radiation (cal/cm^2/day)1,Solar Radiation (cal/cm^2/day)2,Solar Radiation (cal/cm^2/day)3,Solar Radiation (cal/cm^2/day)4,Solar Radiation (cal/cm^2/day)5,Solar Radiation (cal/cm^2/day)6,Station_Barisal,Station_Gazipur,Station_Habiganj,Station_Rangpur,Rainfall
10,32.8,32.9,31.7,33.7,35.4,35.2,34.8,26.2,26.2,25.2,25.2,26.2,26.9,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.8,3.0,4.0,5.0,83.0,72.0,91.0,84.0,77.0,73.0,77.0,73.0,73.0,83.0,67.0,65.0,65.0,62.0,2.8,1.2,2.4,7.8,7.3,8.4,7.6,8.7,10.3,9.1,3.7,4.2,3.1,3.9,225.26,179.05,213.71,369.66,355.22,386.99,363.88,0,1,0,0,1
10,32.9,31.7,33.7,35.4,35.2,34.8,35.4,26.2,25.2,25.2,26.2,26.9,27.2,27.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.0,3.0,1.8,3.0,4.0,5.0,4.0,72.0,91.0,84.0,77.0,73.0,77.0,80.0,73.0,83.0,67.0,65.0,65.0,62.0,62.0,1.2,2.4,7.8,7.3,8.4,7.6,7.3,10.3,9.1,3.7,4.2,3.1,3.9,4.2,179.05,213.71,369.66,355.22,386.99,363.88,355.22,0,1,0,0,2
10,31.7,33.7,35.4,35.2,34.8,35.4,33.9,25.2,25.2,26.2,26.9,27.2,27.1,25.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,3.0,1.8,3.0,4.0,5.0,4.0,5.6,91.0,84.0,77.0,73.0,77.0,80.0,80.0,83.0,67.0,65.0,65.0,62.0,62.0,65.0,2.4,7.8,7.3,8.4,7.6,7.3,3.3,9.1,3.7,4.2,3.1,3.9,4.2,8.2,213.71,369.66,355.22,386.99,363.88,355.22,239.7,0,1,0,0,1
10,33.7,35.4,35.2,34.8,35.4,33.9,34.3,25.2,26.2,26.9,27.2,27.1,25.6,26.2,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.8,3.0,4.0,5.0,4.0,5.6,2.0,84.0,77.0,73.0,77.0,80.0,80.0,80.0,67.0,65.0,65.0,62.0,62.0,65.0,64.0,7.8,7.3,8.4,7.6,7.3,3.3,4.2,3.7,4.2,3.1,3.9,4.2,8.2,7.3,369.66,355.22,386.99,363.88,355.22,239.7,265.69,0,1,0,0,2
10,35.4,35.2,34.8,35.4,33.9,34.3,35.4,26.2,26.9,27.2,27.1,25.6,26.2,26.1,0.0,0.0,0.0,1.6,0.0,0.0,2.0,3.0,4.0,5.0,4.0,5.6,2.0,2.0,77.0,73.0,77.0,80.0,80.0,80.0,77.0,65.0,65.0,62.0,62.0,65.0,64.0,57.0,7.3,8.4,7.6,7.3,3.3,4.2,7.8,4.2,3.1,3.9,4.2,8.2,7.3,3.7,355.22,386.99,363.88,355.22,239.7,265.69,369.66,0,1,0,0,2
10,35.2,34.8,35.4,33.9,34.3,35.4,32.8,26.9,27.2,27.1,25.6,26.2,26.1,25.8,0.0,0.0,1.6,0.0,0.0,2.0,80.0,4.0,5.0,4.0,5.6,2.0,2.0,5.0,73.0,77.0,80.0,80.0,80.0,77.0,83.0,65.0,62.0,62.0,65.0,64.0,57.0,70.0,8.4,7.6,7.3,3.3,4.2,7.8,4.3,3.1,3.9,4.2,8.2,7.3,3.7,7.2,386.99,363.88,355.22,239.7,265.69,369.66,268.58,0,1,0,0,1
10,34.8,35.4,33.9,34.3,35.4,32.8,29.6,27.2,27.1,25.6,26.2,26.1,25.8,23.4,0.0,1.6,0.0,0.0,2.0,80.0,12.6,5.0,4.0,5.6,2.0,2.0,5.0,6.0,77.0,80.0,80.0,80.0,77.0,83.0,100.0,62.0,62.0,65.0,64.0,57.0,70.0,79.0,7.6,7.3,3.3,4.2,7.8,4.3,2.2,3.9,4.2,8.2,7.3,3.7,7.2,9.3,363.88,355.22,239.7,265.69,369.66,268.58,207.93,0,1,0,0,0
10,35.4,33.9,34.3,35.4,32.8,29.6,25.6,27.1,25.6,26.2,26.1,25.8,23.4,24.5,1.6,0.0,0.0,2.0,80.0,12.6,128.4,4.0,5.6,2.0,2.0,5.0,6.0,1.6,80.0,80.0,80.0,77.0,83.0,100.0,95.0,62.0,65.0,64.0,57.0,70.0,79.0,100.0,7.3,3.3,4.2,7.8,4.3,2.2,0.0,4.2,8.2,7.3,3.7,7.2,9.3,11.5,355.22,239.7,265.69,369.66,268.58,207.93,144.4,0,1,0,0,0
10,33.9,34.3,35.4,32.8,29.6,25.6,25.4,25.6,26.2,26.1,25.8,23.4,24.5,23.2,0.0,0.0,2.0,80.0,12.6,128.4,47.6,5.6,2.0,2.0,5.0,6.0,1.6,0.0,80.0,80.0,77.0,83.0,100.0,95.0,100.0,65.0,64.0,57.0,70.0,79.0,100.0,100.0,3.3,4.2,7.8,4.3,2.2,0.0,0.0,8.2,7.3,3.7,7.2,9.3,11.5,11.5,239.7,265.69,369.66,268.58,207.93,144.4,144.4,0,1,0,0,0
10,34.3,35.4,32.8,29.6,25.6,25.4,28.5,26.2,26.1,25.8,23.4,24.5,23.2,21.8,0.0,2.0,80.0,12.6,128.4,47.6,1.8,2.0,2.0,5.0,6.0,1.6,0.0,0.0,80.0,77.0,83.0,100.0,95.0,100.0,95.0,64.0,57.0,70.0,79.0,100.0,100.0,75.0,4.2,7.8,4.3,2.2,0.0,0.0,6.2,7.3,3.7,7.2,9.3,11.5,11.5,5.3,265.69,369.66,268.58,207.93,144.4,144.4,323.45,0,1,0,0,0
10,35.4,32.8,29.6,25.6,25.4,28.5,32.8,26.1,25.8,23.4,24.5,23.2,21.8,22.4,2.0,80.0,12.6,128.4,47.6,1.8,0.0,2.0,5.0,6.0,1.6,0.0,0.0,0.0,77.0,83.0,100.0,95.0,100.0,95.0,91.0,57.0,70.0,79.0,100.0,100.0,75.0,57.0,7.8,4.3,2.2,0.0,0.0,6.2,7.2,3.7,7.2,9.3,11.5,11.5,5.3,4.3,369.66,268.58,207.93,144.4,144.4,323.45,352.33,0,1,0,0,0
10,32.8,29.6,25.6,25.4,28.5,32.8,31.9,25.8,23.4,24.5,23.2,21.8,22.4,23.2,80.0,12.6,128.4,47.6,1.8,0.0,0.0,5.0,6.0,1.6,0.0,0.0,0.0,0.0,83.0,100.0,95.0,100.0,95.0,91.0,91.0,70.0,79.0,100.0,100.0,75.0,57.0,76.0,4.3,2.2,0.0,0.0,6.2,7.2,5.3,7.2,9.3,11.5,11.5,5.3,4.3,6.2,268.58,207.93,144.4,144.4,323.45,352.33,297.46,0,1,0,0,0
10,29.6,25.6,25.4,28.5,32.8,31.9,31.5,23.4,24.5,23.2,21.8,22.4,23.2,22.8,12.6,128.4,47.6,1.8,0.0,0.0,0.0,6.0,1.6,0.0,0.0,0.0,0.0,3.0,100.0,95.0,100.0,95.0,91.0,91.0,91.0,79.0,100.0,100.0,75.0,57.0,76.0,73.0,2.2,0.0,0.0,6.2,7.2,5.3,2.7,9.3,11.5,11.5,5.3,4.3,6.2,8.8,207.93,144.4,144.4,323.45,352.33,297.46,222.37,0,1,0,0,0
10,25.6,25.4,28.5,32.8,31.9,31.5,31.2,24.5,23.2,21.8,22.4,23.2,22.8,23.4,128.4,47.6,1.8,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,3.0,2.0,95.0,100.0,95.0,91.0,91.0,91.0,87.0,100.0,100.0,75.0,57.0,76.0,73.0,63.0,0.0,0.0,6.2,7.2,5.3,2.7,8.8,11.5,11.5,5.3,4.3,6.2,8.8,2.7,144.4,144.4,323.45,352.33,297.46,222.37,398.54,0,1,0,0,0
10,25.4,28.5,32.8,31.9,31.5,31.2,31.7,23.2,21.8,22.4,23.2,22.8,23.4,21.2,47.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,100.0,95.0,91.0,91.0,91.0,87.0,91.0,100.0,75.0,57.0,76.0,73.0,63.0,69.0,0.0,6.2,7.2,5.3,2.7,8.8,5.7,11.5,5.3,4.3,6.2,8.8,2.7,5.8,144.4,323.45,352.33,297.46,222.37,398.54,309.01,0,1,0,0,0
11,28.5,32.8,31.9,31.5,31.2,31.7,30.5,21.8,22.4,23.2,22.8,23.4,21.2,21.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,95.0,91.0,91.0,91.0,87.0,91.0,82.0,75.0,57.0,76.0,73.0,63.0,69.0,68.0,6.2,7.2,5.3,2.7,8.8,5.7,6.7,5.3,4.3,6.2,8.8,2.7,5.8,4.8,323.45,352.33,297.46,222.37,398.54,309.01,337.89,0,1,0,0,0
11,32.8,31.9,31.5,31.2,31.7,30.5,30.9,22.4,23.2,22.8,23.4,21.2,21.6,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,91.0,91.0,91.0,87.0,91.0,82.0,74.0,57.0,76.0,73.0,63.0,69.0,68.0,52.0,7.2,5.3,2.7,8.8,5.7,6.7,6.9,4.3,6.2,8.8,2.7,5.8,4.8,4.6,352.33,297.46,222.37,398.54,309.01,337.89,343.17,0,1,0,0,0
11,31.9,31.5,31.2,31.7,30.5,30.9,25.6,23.2,22.8,23.4,21.2,21.6,19.8,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,91.0,91.0,87.0,91.0,82.0,74.0,86.0,76.0,73.0,63.0,69.0,68.0,52.0,81.0,5.3,2.7,8.8,5.7,6.7,6.9,2.3,6.2,8.8,2.7,5.8,4.8,4.6,9.2,297.46,222.37,398.54,309.01,337.89,343.17,210.82,0,1,0,0,0
11,31.5,31.2,31.7,30.5,30.9,25.6,29.4,22.8,23.4,21.2,21.6,19.8,21.8,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,91.0,87.0,91.0,82.0,74.0,86.0,78.0,73.0,63.0,69.0,68.0,52.0,81.0,61.0,2.7,8.8,5.7,6.7,6.9,2.3,8.2,8.8,2.7,5.8,4.8,4.6,9.2,3.3,222.37,398.54,309.01,337.89,343.17,210.82,381.21,0,1,0,0,0
11,31.2,31.7,30.5,30.9,25.6,29.4,31.2,23.4,21.2,21.6,19.8,21.8,18.7,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,87.0,91.0,82.0,74.0,86.0,78.0,79.0,63.0,69.0,68.0,52.0,81.0,61.0,62.0,8.8,5.7,6.7,6.9,2.3,8.2,9.2,2.7,5.8,4.8,4.6,9.2,3.3,1.7,398.54,309.01,337.89,343.17,210.82,381.21,356.48,0,1,0,0,0
11,31.7,30.5,30.9,25.6,29.4,31.2,31.5,21.2,21.6,19.8,21.8,18.7,19.2,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,91.0,82.0,74.0,86.0,78.0,79.0,71.0,69.0,68.0,52.0,81.0,61.0,62.0,56.0,5.7,6.7,6.9,2.3,8.2,9.2,9.4,5.8,4.8,4.6,9.2,3.3,1.7,1.5,309.01,337.89,343.17,210.82,381.21,356.48,361.59,0,1,0,0,0
11,30.5,30.9,25.6,29.4,31.2,31.5,32.0,21.6,19.8,21.8,18.7,19.2,19.8,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,82.0,74.0,86.0,78.0,79.0,71.0,75.0,68.0,52.0,81.0,61.0,62.0,56.0,57.0,6.7,6.9,2.3,8.2,9.2,9.4,9.3,4.8,4.6,9.2,3.3,1.7,1.5,1.6,337.89,343.17,210.82,381.21,356.48,361.59,359.04,0,1,0,0,0
11,30.9,25.6,29.4,31.2,31.5,32.0,33.4,19.8,21.8,18.7,19.2,19.8,19.4,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,74.0,86.0,78.0,79.0,71.0,75.0,74.0,52.0,81.0,61.0,62.0,56.0,57.0,57.0,6.9,2.3,8.2,9.2,9.4,9.3,9.6,4.6,9.2,3.3,1.7,1.5,1.6,1.3,343.17,210.82,381.21,356.48,361.59,359.04,366.71,0,1,0,0,0
11,25.6,29.4,31.2,31.5,32.0,33.4,33.2,21.8,18.7,19.2,19.8,19.4,21.2,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,86.0,78.0,79.0,71.0,75.0,74.0,75.0,81.0,61.0,62.0,56.0,57.0,57.0,57.0,2.3,8.2,9.2,9.4,9.3,9.6,9.8,9.2,3.3,1.7,1.5,1.6,1.3,1.1,210.82,381.21,356.48,361.59,359.04,366.71,371.82,0,1,0,0,0
11,29.4,31.2,31.5,32.0,33.4,33.2,33.4,18.7,19.2,19.8,19.4,21.2,21.6,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,78.0,79.0,71.0,75.0,74.0,75.0,75.0,61.0,62.0,56.0,57.0,57.0,57.0,54.0,8.2,9.2,9.4,9.3,9.6,9.8,9.2,3.3,1.7,1.5,1.6,1.3,1.1,1.7,381.21,356.48,361.59,359.04,366.71,371.82,356.48,0,1,0,0,0
11,31.2,31.5,32.0,33.4,33.2,33.4,33.5,19.2,19.8,19.4,21.2,21.6,21.7,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,79.0,71.0,75.0,74.0,75.0,75.0,71.0,62.0,56.0,57.0,57.0,57.0,54.0,54.0,9.2,9.4,9.3,9.6,9.8,9.2,9.4,1.7,1.5,1.6,1.3,1.1,1.7,1.5,356.48,361.59,359.04,366.71,371.82,356.48,361.59,0,1,0,0,0
11,31.5,32.0,33.4,33.2,33.4,33.5,32.8,19.8,19.4,21.2,21.6,21.7,20.8,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,71.0,75.0,74.0,75.0,75.0,71.0,79.0,56.0,57.0,57.0,57.0,54.0,54.0,51.0,9.4,9.3,9.6,9.8,9.2,9.4,9.5,1.5,1.6,1.3,1.1,1.7,1.5,2.4,361.59,359.04,366.71,371.82,356.48,361.59,364.15,0,1,0,0,0
11,32.0,33.4,33.2,33.4,33.5,32.8,32.2,19.4,21.2,21.6,21.7,20.8,20.2,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,75.0,74.0,75.0,75.0,71.0,79.0,74.0,57.0,57.0,57.0,54.0,54.0,51.0,53.0,9.3,9.6,9.8,9.2,9.4,9.5,8.6,1.6,1.3,1.1,1.7,1.5,2.4,2.3,359.04,366.71,371.82,356.48,361.59,364.15,341.13,0,1,0,0,0
11,33.4,33.2,33.4,33.5,32.8,32.2,32.0,21.2,21.6,21.7,20.8,20.2,19.4,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,74.0,75.0,75.0,71.0,79.0,74.0,71.0,57.0,57.0,54.0,54.0,51.0,53.0,51.0,9.6,9.8,9.2,9.4,9.5,8.6,10.2,1.3,1.1,1.7,1.5,2.4,2.3,0.7,366.71,371.82,356.48,361.59,364.15,341.13,382.05,0,1,0,0,0
11,33.2,33.4,33.5,32.8,32.2,32.0,32.5,21.6,21.7,20.8,20.2,19.4,19.6,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,75.0,75.0,71.0,79.0,74.0,71.0,66.0,57.0,54.0,54.0,51.0,53.0,51.0,56.0,9.8,9.2,9.4,9.5,8.6,10.2,9.4,1.1,1.7,1.5,2.4,2.3,0.7,1.5,371.82,356.48,361.59,364.15,341.13,382.05,361.59,0,1,0,0,1
11,33.4,33.5,32.8,32.2,32.0,32.5,32.8,21.7,20.8,20.2,19.4,19.6,19.4,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,75.0,71.0,79.0,74.0,71.0,66.0,70.0,54.0,54.0,51.0,53.0,51.0,56.0,57.0,9.2,9.4,9.5,8.6,10.2,9.4,9.2,1.7,1.5,2.4,2.3,0.7,1.5,1.7,356.48,361.59,364.15,341.13,382.05,361.59,356.48,0,1,0,0,1
11,33.5,32.8,32.2,32.0,32.5,32.8,33.5,20.8,20.2,19.4,19.6,19.4,18.9,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,71.0,79.0,74.0,71.0,66.0,70.0,64.0,54.0,51.0,53.0,51.0,56.0,57.0,57.0,9.4,9.5,8.6,10.2,9.4,9.2,6.7,1.5,2.4,2.3,0.7,1.5,1.7,4.2,361.59,364.15,341.13,382.05,361.59,356.48,292.54,0,1,0,0,0
11,32.8,32.2,32.0,32.5,32.8,33.5,32.2,20.2,19.4,19.6,19.4,18.9,19.8,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,79.0,74.0,71.0,66.0,70.0,64.0,74.0,51.0,53.0,51.0,56.0,57.0,57.0,58.0,9.5,8.6,10.2,9.4,9.2,6.7,6.2,2.4,2.3,0.7,1.5,1.7,4.2,4.7,364.15,341.13,382.05,361.59,356.48,292.54,279.76,0,1,0,0,0
11,32.2,32.0,32.5,32.8,33.5,32.2,27.0,19.4,19.6,19.4,18.9,19.8,20.9,22.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,74.0,71.0,66.0,70.0,64.0,74.0,86.0,53.0,51.0,56.0,57.0,57.0,58.0,86.0,8.6,10.2,9.4,9.2,6.7,6.2,0.0,2.3,0.7,1.5,1.7,4.2,4.7,10.9,341.13,382.05,361.59,356.48,292.54,279.76,121.2,0,1,0,0,0
11,32.0,32.5,32.8,33.5,32.2,27.0,25.5,19.6,19.4,18.9,19.8,20.9,22.8,20.8,0.0,0.0,0.0,0.0,0.0,3.0,4.4,3.0,3.0,4.0,3.0,3.0,1.0,4.0,71.0,66.0,70.0,64.0,74.0,86.0,90.0,51.0,56.0,57.0,57.0,58.0,86.0,90.0,10.2,9.4,9.2,6.7,6.2,0.0,0.0,0.7,1.5,1.7,4.2,4.7,10.9,10.9,382.05,361.59,356.48,292.54,279.76,121.2,121.2,0,1,0,0,0
11,32.5,32.8,33.5,32.2,27.0,25.5,29.2,19.4,18.9,19.8,20.9,22.8,20.8,21.4,0.0,0.0,0.0,0.0,3.0,4.4,0.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,66.0,70.0,64.0,74.0,86.0,90.0,86.0,56.0,57.0,57.0,58.0,86.0,90.0,72.0,9.4,9.2,6.7,6.2,0.0,0.0,3.2,1.5,1.7,4.2,4.7,10.9,10.9,7.7,361.59,356.48,292.54,279.76,121.2,121.2,203.03,0,1,0,0,0
11,32.8,33.5,32.2,27.0,25.5,29.2,32.5,18.9,19.8,20.9,22.8,20.8,21.4,23.8,0.0,0.0,0.0,3.0,4.4,0.0,0.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,70.0,64.0,74.0,86.0,90.0,86.0,83.0,57.0,57.0,58.0,86.0,90.0,72.0,69.0,9.2,6.7,6.2,0.0,0.0,3.2,3.7,1.7,4.2,4.7,10.9,10.9,7.7,7.2,356.48,292.54,279.76,121.2,121.2,203.03,215.82,0,1,0,0,0
11,33.5,32.2,27.0,25.5,29.2,32.5,32.4,19.8,20.9,22.8,20.8,21.4,23.8,23.9,0.0,0.0,3.0,4.4,0.0,0.0,0.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,64.0,74.0,86.0,90.0,86.0,83.0,86.0,57.0,58.0,86.0,90.0,72.0,69.0,57.0,6.7,6.2,0.0,0.0,3.2,3.7,7.6,4.2,4.7,10.9,10.9,7.7,7.2,3.3,292.54,279.76,121.2,121.2,203.03,215.82,315.56,0,1,0,0,0
11,32.2,27.0,25.5,29.2,32.5,32.4,32.2,20.9,22.8,20.8,21.4,23.8,23.9,19.4,0.0,3.0,4.4,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,74.0,86.0,90.0,86.0,83.0,86.0,74.0,58.0,86.0,90.0,72.0,69.0,57.0,56.0,6.2,0.0,0.0,3.2,3.7,7.6,7.7,4.7,10.9,10.9,7.7,7.2,3.3,3.2,279.76,121.2,121.2,203.03,215.82,315.56,318.12,0,1,0,0,0
11,27.0,25.5,29.2,32.5,32.4,32.2,29.8,22.8,20.8,21.4,23.8,23.9,19.4,20.0,3.0,4.4,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,86.0,90.0,86.0,83.0,86.0,74.0,69.0,86.0,90.0,72.0,69.0,57.0,56.0,51.0,0.0,0.0,3.2,3.7,7.6,7.7,7.4,10.9,10.9,7.7,7.2,3.3,3.2,3.5,121.2,121.2,203.03,215.82,315.56,318.12,310.44,0,1,0,0,0
11,25.5,29.2,32.5,32.4,32.2,29.8,29.6,20.8,21.4,23.8,23.9,19.4,20.0,16.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,90.0,86.0,83.0,86.0,74.0,69.0,60.0,90.0,72.0,69.0,57.0,56.0,51.0,51.0,0.0,3.2,3.7,7.6,7.7,7.4,7.8,10.9,7.7,7.2,3.3,3.2,3.5,3.1,121.2,203.03,215.82,315.56,318.12,310.44,320.67,0,1,0,0,0
11,29.2,32.5,32.4,32.2,29.8,29.6,29.5,21.4,23.8,23.9,19.4,20.0,16.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,86.0,83.0,86.0,74.0,69.0,60.0,66.0,72.0,69.0,57.0,56.0,51.0,51.0,57.0,3.2,3.7,7.6,7.7,7.4,7.8,8.2,7.7,7.2,3.3,3.2,3.5,3.1,2.7,203.03,215.82,315.56,318.12,310.44,320.67,330.9,0,1,0,0,0
11,32.5,32.4,32.2,29.8,29.6,29.5,30.0,23.8,23.9,19.4,20.0,16.4,16.7,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,83.0,86.0,74.0,69.0,60.0,66.0,71.0,69.0,57.0,56.0,51.0,51.0,57.0,54.0,3.7,7.6,7.7,7.4,7.8,8.2,7.4,7.2,3.3,3.2,3.5,3.1,2.7,3.5,215.82,315.56,318.12,310.44,320.67,330.9,310.44,0,1,0,0,0
11,32.4,32.2,29.8,29.6,29.5,30.0,29.8,23.9,19.4,20.0,16.4,16.7,18.4,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,86.0,74.0,69.0,60.0,66.0,71.0,67.0,57.0,56.0,51.0,51.0,57.0,54.0,54.0,7.6,7.7,7.4,7.8,8.2,7.4,8.4,3.3,3.2,3.5,3.1,2.7,3.5,2.5,315.56,318.12,310.44,320.67,330.9,310.44,336.02,0,1,0,0,0
11,32.2,29.8,29.6,29.5,30.0,29.8,29.6,19.4,20.0,16.4,16.7,18.4,17.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,74.0,69.0,60.0,66.0,71.0,67.0,71.0,56.0,51.0,51.0,57.0,54.0,54.0,47.0,7.7,7.4,7.8,8.2,7.4,8.4,7.4,3.2,3.5,3.1,2.7,3.5,2.5,3.5,318.12,310.44,320.67,330.9,310.44,336.02,310.44,0,1,0,0,0
12,29.8,29.6,29.5,30.0,29.8,29.6,29.8,20.0,16.4,16.7,18.4,17.4,16.4,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,69.0,60.0,66.0,71.0,67.0,71.0,81.0,51.0,51.0,57.0,54.0,54.0,47.0,53.0,7.4,7.8,8.2,7.4,8.4,7.4,6.5,3.5,3.1,2.7,3.5,2.5,3.5,4.4,310.44,320.67,330.9,310.44,336.02,310.44,287.43,0,1,0,0,0
12,29.6,29.5,30.0,29.8,29.6,29.8,27.8,16.4,16.7,18.4,17.4,16.4,16.8,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,60.0,66.0,71.0,67.0,71.0,81.0,85.0,51.0,57.0,54.0,54.0,47.0,53.0,59.0,7.8,8.2,7.4,8.4,7.4,6.5,2.7,3.1,2.7,3.5,2.5,3.5,4.4,8.2,320.67,330.9,310.44,336.02,310.44,287.43,190.25,0,1,0,0,0
12,29.5,30.0,29.8,29.6,29.8,27.8,28.0,16.7,18.4,17.4,16.4,16.8,16.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,66.0,71.0,67.0,71.0,81.0,85.0,90.0,57.0,54.0,54.0,47.0,53.0,59.0,66.0,8.2,7.4,8.4,7.4,6.5,2.7,4.6,2.7,3.5,2.5,3.5,4.4,8.2,6.3,330.9,310.44,336.02,310.44,287.43,190.25,238.84,0,1,0,0,0
12,30.0,29.8,29.6,29.8,27.8,28.0,28.5,18.4,17.4,16.4,16.8,16.4,16.5,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,71.0,67.0,71.0,81.0,85.0,90.0,83.0,54.0,54.0,47.0,53.0,59.0,66.0,52.0,7.4,8.4,7.4,6.5,2.7,4.6,8.3,3.5,2.5,3.5,4.4,8.2,6.3,2.6,310.44,336.02,310.44,287.43,190.25,238.84,333.46,0,1,0,0,0
